,Year,Category,Prize Share,Laureate ID,Laureate Type,FullName,BirthDate,Birth City,Birth Country,Sex,OrganizationName,OrganizationCountry
599,1987,Physics,1/2,130,Individual,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Switzerland
600,1987,Physics,1/2,131,Individual,K. Alexander Müller,1927-04-20,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Switzerland
601,1988,Chemistry,1/3,270,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,United States of America
602,1988,Chemistry,1/3,270,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Male,Howard Hughes Medical Institute,United States of America
603,1988,Chemistry,1/3,271,Individual,Robert Huber,1937-02-20,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Federal Republic of Germany
604,1988,Chemistry,1/3,272,Individual,Hartmut Michel,1948-07-18,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Federal Republic of Germany
605,1988,Economics,1/1,702,Individual,Maurice Allais,1911-05-31,Paris,France,Male,École Nationale Supérieur des Mines de Paris,France
606,1988,Literature,1/1,665,Individual,Naguib Mahfouz,1911-12-11,Cairo,Egypt,Male,Not Applicable,Not Applicable
607,1988,Medicine,1/3,437,Individual,Sir James W. Black,1924-06-14,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",United Kingdom
608,1988,Medicine,1/3,438,Individual,Gertrude B. Elion,1918-01-23,"New York, NY",United States of America,Female,Wellcome Research Laboratories,United States of America
609,1988,Medicine,1/3,439,Individual,George H. Hitchings,1905-04-18,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,United States of America
610,1988,Peace,1/1,550,Organization,United Nations Peacekeeping Forces,,,,org,Not Applicable,Not Applicable
611,1988,Physics,1/3,132,Individual,Leon M. Lederman,1922-07-15,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,United States of America
612,1988,Physics,1/3,133,Individual,Melvin Schwartz,1932-11-02,"New York, NY",United States of America,Male,"Digital Pathways, Inc.",United States of America
613,1988,Physics,1/3,134,Individual,Jack Steinberger,1921-05-25,Bad Kissingen,Germany,Male,CERN,Switzerland
614,1989,Chemistry,1/2,273,Individual,Sidney Altman,1939-05-07,Montreal,Canada,Male,Yale University,United States of America
615,1989,Chemistry,1/2,274,Individual,Thomas R. Cech,1947-12-08,"Chicago, IL",United States of America,Male,University of Colorado,United States of America
616,1989,Economics,1/1,703,Individual,Trygve Haavelmo,1911-12-13,Skedsmo,Norway,Male,University of Oslo,Norway
617,1989,Literature,1/1,666,Individual,Camilo José Cela,1916-05-11,Iria Flavia,Spain,Male,Not Applicable,Not Applicable
618,1989,Medicine,1/2,440,Individual,J. Michael Bishop,1936-02-22,"York, PA",United States of America,Male,University of California School of Medicine,United States of America
619,1989,Medicine,1/2,441,Individual,Harold E. Varmus,1939-12-18,"Oceanside, NY",United States of America,Male,University of California School of Medicine,United States of America
620,1989,Peace,1/1,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet (People's Republic of China),Male,Not Applicable,Not Applicable
621,1989,Physics,1/2,135,Individual,Norman F. Ramsey,1915-08-27,"Washington, DC",United States of America,Male,Harvard University,United States of America
622,1989,Physics,1/4,136,Individual,Hans G. Dehmelt,1922-09-09,Görlitz,Prussia (Germany),Male,University of Washington,United States of America
623,1989,Physics,1/4,137,Individual,Wolfgang Paul,1913-08-10,Lorenzkirch,Germany,Male,University of Bonn,Federal Republic of Germany
624,1990,Chemistry,1/1,275,Individual,Elias James Corey,1928-07-12,"Methuen, MA",United States of America,Male,Harvard University,United States of America
625,1990,Economics,1/3,704,Individual,Harry M. Markowitz,1927-08-24,"Chicago, IL",United States of America,Male,City University of New York,United States of America
626,1990,Economics,1/3,705,Individual,Merton H. Miller,1923-05-16,"Boston, MA",United States of America,Male,University of Chicago,United States of America
627,1990,Economics,1/3,706,Individual,William F. Sharpe,1934-06-16,"Boston, MA",United States of America,Male,Stanford University,United States of America
628,1990,Literature,1/1,667,Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Male,Not Applicable,Not Applicable
629,1990,Medicine,1/2,442,Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,United States of America
630,1990,Medicine,1/2,443,Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,United States of America
631,1990,Peace,1/1,552,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,Not Applicable,Not Applicable
632,1990,Physics,1/3,138,Individual,Jerome I. Friedman,1930-03-28,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
633,1990,Physics,1/3,139,Individual,Henry W. Kendall,1926-12-09,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
634,1990,Physics,1/3,140,Individual,Richard E. Taylor,1929-11-02,"Medicine Hat, Alberta",Canada,Male,Stanford University,United States of America
635,1991,Chemistry,1/1,276,Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
636,1991,Economics,1/1,707,Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,Male,University of Chicago,United States of America
637,1991,Literature,1/1,668,Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,Female,Not Applicable,Not Applicable
638,1991,Medicine,1/2,444,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Federal Republic of Germany
639,1991,Medicine,1/2,445,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany
640,1991,Peace,1/1,553,Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Female,Not Applicable,Not Applicable
641,1991,Physics,1/1,141,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,Male,Collège de France,France
642,1992,Chemistry,1/1,277,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Male,California Institute of Technology (Caltech),United States of America
643,1992,Economics,1/1,708,Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",United States of America,Male,University of Chicago,United States of America
644,1992,Literature,1/1,669,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Male,Not Applicable,Not Applicable
645,1992,Medicine,1/2,446,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,Male,University of Washington,United States of America
646,1992,Medicine,1/2,447,Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",United States of America,Male,University of Washington,United States of America
647,1992,Peace,1/1,554,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Female,Not Applicable,Not Applicable
648,1992,Physics,1/1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Male,École Supérieure de Physique et Chimie,France
649,1992,Physics,1/1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Male,CERN,Switzerland
650,1993,Chemistry,1/2,278,Individual,Kary B. Mullis,1944-12-28,"Lenoir, NC",United States of America,Male,,United States of America
651,1993,Chemistry,1/2,279,Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,Male,University of British Columbia,Canada
652,1993,Economics,1/2,709,Individual,Robert W. Fogel,1927-07-01,"New York, NY",United States of America,Male,University of Chicago,United States of America
653,1993,Economics,1/2,710,Individual,Douglass C. North,1920-11-05,"Cambridge, MA",United States of America,Male,Washington University,United States of America
654,1993,Literature,1/1,670,Individual,Toni Morrison,1931-02-18,"Lorain, OH",United States of America,Female,Not Applicable,Not Applicable
655,1993,Medicine,1/2,448,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,Male,New England Biolabs,United States of America
656,1993,Medicine,1/2,449,Individual,Phillip A. Sharp,1944-06-06,"Falmouth, KY",United States of America,Male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research",United States of America
657,1993,Peace,1/2,555,Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,Male,Not Applicable,Not Applicable
658,1993,Peace,1/2,556,Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,Male,Not Applicable,Not Applicable
659,1993,Physics,1/2,143,Individual,Russell A. Hulse,1950-11-28,"New York, NY",United States of America,Male,Princeton University,United States of America
660,1993,Physics,1/2,144,Individual,Joseph H. Taylor Jr.,1941-03-29,"Philadelphia, PA",United States of America,Male,Princeton University,United States of America
661,1994,Chemistry,1/1,280,Individual,George A. Olah,1927-05-22,Budapest,Hungary,Male,University of Southern California,United States of America
662,1994,Economics,1/3,711,Individual,John C. Harsanyi,1920-05-29,Budapest,Hungary,Male,University of California,United States of America
663,1994,Economics,1/3,712,Individual,John F. Nash Jr.,1928-06-13,"Bluefield, WV",United States of America,Male,Princeton University,United States of America
664,1994,Economics,1/3,713,Individual,Reinhard Selten,1930-10-05,Breslau (Wroclaw),Germany (Poland),Male,Rheinische Friedrich-Wilhelms-Universität,Federal Republic of Germany
665,1994,Literature,1/1,671,Individual,Kenzaburo Oe,1935-01-31,Uchiko,Japan,Male,Not Applicable,Not Applicable
666,1994,Medicine,1/2,450,Individual,Alfred G. Gilman,1941-07-01,"New Haven, CT",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,United States of America
667,1994,Medicine,1/2,451,Individual,Martin Rodbell,1925-12-01,"Baltimore, MD",United States of America,Male,National Institute of Environmental Health Sciences,United States of America
668,1994,Peace,1/3,557,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,Male,Not Applicable,Not Applicable
669,1994,Peace,1/3,558,Individual,Shimon Peres,1923-08-16,Vishneva,Poland (Belarus),Male,Not Applicable,Not Applicable
670,1994,Peace,1/3,559,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,British Mandate of Palestine (Israel),Male,Not Applicable,Not Applicable
671,1994,Physics,1/2,145,Individual,Bertram N. Brockhouse,1918-07-15,"Lethbridge, Alberta",Canada,Male,McMaster University,Canada
672,1994,Physics,1/2,146,Individual,Clifford G. Shull,1915-09-23,"Pittsburgh, PA",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
673,1995,Chemistry,1/3,281,Individual,Paul J. Crutzen,1933-12-03,Amsterdam,Netherlands,Male,Max-Planck-Institut für Chemie,Federal Republic of Germany
674,1995,Chemistry,1/3,282,Individual,Mario J. Molina,1943-03-19,Mexico City,Mexico,Male,Massachusetts Institute of Technology (MIT),United States of America
675,1995,Chemistry,1/3,283,Individual,F. Sherwood Rowland,1927-06-28,"Delaware, OH",United States of America,Male,University of California,United States of America
676,1995,Economics,1/1,714,Individual,Robert E. Lucas Jr.,1937-09-15,"Yakima, WA",United States of America,Male,University of Chicago,United States of America
677,1995,Literature,1/1,672,Individual,Seamus Heaney,1939-04-13,Casteldàwson,Northern Ireland,Male,Not Applicable,Not Applicable
678,1995,Medicine,1/3,452,Individual,Edward B. Lewis,1918-05-20,"Wilkes-Barre, PA",United States of America,Male,California Institute of Technology (Caltech),United States of America
679,1995,Medicine,1/3,453,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,Female,Max-Planck-Institut für Entwicklungsbiologie,Federal Republic of Germany
680,1995,Medicine,1/3,454,Individual,Eric F. Wieschaus,1947-06-08,"South Bend, IN",United States of America,Male,Princeton University,United States of America
681,1995,Peace,1/2,560,Individual,Joseph Rotblat,1908-11-04,Warsaw,Russian Empire (Poland),Male,Not Applicable,Not Applicable
682,1995,Peace,1/2,561,Organization,Pugwash Conferences on Science and World Affairs,,,,org,Not Applicable,Not Applicable
683,1995,Physics,1/2,147,Individual,Martin L. Perl,1927-06-24,"New York, NY",United States of America,Male,Stanford University,United States of America
684,1995,Physics,1/2,148,Individual,Frederick Reines,1918-03-16,"Paterson, NJ",United States of America,Male,University of California,United States of America
685,1996,Chemistry,1/3,284,Individual,Robert F. Curl Jr.,1933-08-23,"Alice, TX",United States of America,Male,Rice University,United States of America
686,1996,Chemistry,1/3,285,Individual,Sir Harold W. Kroto,1939-10-07,Wisbech,United Kingdom,Male,University of Sussex,United Kingdom
687,1996,Chemistry,1/3,286,Individual,Richard E. Smalley,1943-06-06,"Akron, OH",United States of America,Male,Rice University,United States of America
688,1996,Economics,1/2,715,Individual,James A. Mirrlees,1936-07-05,Minnigaff,Scotland,Male,University of Cambridge,United Kingdom
689,1996,Economics,1/2,716,Individual,William Vickrey,1914-06-21,"Victoria, BC",Canada,Male,Columbia University,United States of America
690,1996,Literature,1/1,673,Individual,Wislawa Szymborska,1923-07-02,Bnin (Kórnik),Poland,Female,Not Applicable,Not Applicable
691,1996,Medicine,1/2,455,Individual,Peter C. Doherty,1940-10-15,Brisbane,Australia,Male,St. Jude Children's Research Hospital,United States of America
692,1996,Medicine,1/2,456,Individual,Rolf M. Zinkernagel,1944-01-06,Basel,Switzerland,Male,"University of Zurich, Institute of Experimental Immunology",Switzerland
693,1996,Peace,1/2,562,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,Male,Not Applicable,Not Applicable
694,1996,Peace,1/2,563,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,Male,Not Applicable,Not Applicable
695,1996,Physics,1/3,149,Individual,David M. Lee,1931-01-20,"Rye, NY",United States of America,Male,Cornell University,United States of America
696,1996,Physics,1/3,150,Individual,Douglas D. Osheroff,1945-08-01,"Aberdeen, WA",United States of America,Male,Stanford University,United States of America
697,1996,Physics,1/3,151,Individual,Robert C. Richardson,1937-06-26,"Washington, DC",United States of America,Male,Cornell University,United States of America
698,1997,Chemistry,1/4,287,Individual,Paul D. Boyer,1918-07-31,"Provo, UT",United States of America,Male,University of California,United States of America
699,1997,Chemistry,1/4,288,Individual,John E. Walker,1941-01-07,Halifax,United Kingdom,Male,MRC Laboratory of Molecular Biology,United Kingdom
700,1997,Chemistry,1/2,289,Individual,Jens C. Skou,1918-10-08,Lemvig,Denmark,Male,Aarhus University,Denmark
701,1997,Economics,1/2,717,Individual,Robert C. Merton,1944-07-31,"New York, NY",United States of America,Male,Harvard University,United States of America
702,1997,Economics,1/2,718,Individual,Myron S. Scholes,1941-07-01,"Timmins, ON",Canada,Male,Long Term Capital Management,United States of America
703,1997,Literature,1/1,674,Individual,Dario Fo,1926-03-24,Leggiuno-Sangiano,Italy,Male,Not Applicable,Not Applicable
704,1997,Medicine,1/1,457,Individual,Stanley B. Prusiner,1942-05-28,"Des Moines, IA",United States of America,Male,University of California School of Medicine,United States of America
705,1997,Peace,1/2,564,Organization,International Campaign to Ban Landmines (ICBL),,,,org,Not Applicable,Not Applicable
706,1997,Peace,1/2,565,Individual,Jody Williams,1950-10-09,"Putney, VT",United States of America,Female,Not Applicable,Not Applicable
707,1997,Physics,1/3,152,Individual,Steven Chu,1948-02-28,"St. Louis, MO",United States of America,Male,Stanford University,United States of America
708,1997,Physics,1/3,153,Individual,Claude Cohen-Tannoudji,1933-04-01,Constantine,French Algeria (Algeria),Male,Collège de France,France
709,1997,Physics,1/3,153,Individual,Claude Cohen-Tannoudji,1933-04-01,Constantine,French Algeria (Algeria),Male,École Normale Supérieure,France
710,1997,Physics,1/3,154,Individual,William D. Phillips,1948-11-05,"Wilkes-Barre, PA",United States of America,Male,National Institute of Standards and Technology,United States of America
711,1998,Chemistry,1/2,290,Individual,Walter Kohn,1923-03-09,Vienna,Austria,Male,University of California,United States of America
712,1998,Chemistry,1/2,291,Individual,John A. Pople,1925-10-31,Burnham-on-Sea,United Kingdom,Male,Northwestern University,United States of America
713,1998,Economics,1/1,719,Individual,Amartya Sen,1933-11-03,Santiniketan,India,Male,Trinity College,United Kingdom
714,1998,Literature,1/1,675,Individual,José Saramago,1922-11-16,Azinhaga,Portugal,Male,Not Applicable,Not Applicable
715,1998,Medicine,1/3,458,Individual,Robert F. Furchgott,1916-06-04,"Charleston, SC",United States of America,Male,SUNY Health Science Center,United States of America
716,1998,Medicine,1/3,459,Individual,Louis J. Ignarro,1941-05-31,"Brooklyn, NY",United States of America,Male,University of California School of Medicine,United States of America
717,1998,Medicine,1/3,460,Individual,Ferid Murad,1936-09-14,"Whiting, IN",United States of America,Male,University of Texas Medical School at Houston,United States of America
718,1998,Peace,1/2,566,Individual,John Hume,1937-01-18,Londonderry,Northern Ireland,Male,Not Applicable,Not Applicable
719,1998,Peace,1/2,567,Individual,David Trimble,1944-10-15,Belfast,Northern Ireland,Male,Not Applicable,Not Applicable
720,1998,Physics,1/3,155,Individual,Robert B. Laughlin,1950-11-01,"Visalia, CA",United States of America,Male,Stanford University,United States of America
721,1998,Physics,1/3,156,Individual,Horst L. Störmer,1949-04-06,Frankfurt-on-the-Main,West Germany (Germany),Male,Columbia University,United States of America
722,1998,Physics,1/3,157,Individual,Daniel C. Tsui,1939-02-28,Henan,China,Male,Princeton University,United States of America
723,1999,Chemistry,1/1,292,Individual,Ahmed H. Zewail,1946-02-26,Damanhur,Egypt,Male,California Institute of Technology (Caltech),United States of America
724,1999,Economics,1/1,720,Individual,Robert A. Mundell,1932-10-24,"Kingston, ON",Canada,Male,Columbia University,United States of America
725,1999,Literature,1/1,676,Individual,Günter Grass,1927-10-16,Danzig (Gdansk),Free City of Danzig (Poland),Male,Not Applicable,Not Applicable
726,1999,Medicine,1/1,461,Individual,Günter Blobel,1936-05-21,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,United States of America
727,1999,Medicine,1/1,461,Individual,Günter Blobel,1936-05-21,Waltersdorf (Niegoslawice),Germany (Poland),Male,Howard Hughes Medical Institute,United States of America
728,1999,Peace,1/1,568,Organization,Médecins Sans Frontières,,,,org,Not Applicable,Not Applicable
729,1999,Physics,1/2,158,Individual,Gerardus 't Hooft,1946-07-05,Den Helder,Netherlands,Male,Utrecht University,Netherlands
730,1999,Physics,1/2,159,Individual,Martinus J.G. Veltman,1931-06-27,Waalwijk,Netherlands,Male,,Netherlands
731,2000,Chemistry,1/3,729,Individual,Alan J. Heeger,1936-01-22,"Sioux City, IA",United States of America,Male,University of California,United States of America
732,2000,Chemistry,1/3,730,Individual,Alan G. MacDiarmid,1927-04-14,Masterton,New Zealand,Male,University of Pennsylvania,United States of America
733,2000,Chemistry,1/3,731,Individual,Hideki Shirakawa,1936-08-20,Tokyo,Japan,Male,University of Tsukuba,Japan
734,2000,Economics,1/2,732,Individual,James J. Heckman,1944-04-19,"Chicago, IL",United States of America,Male,University of Chicago,United States of America
735,2000,Economics,1/2,733,Individual,Daniel L. McFadden,1937-07-29,"Raleigh, NC",United States of America,Male,University of California,United States of America
736,2000,Literature,1/1,734,Individual,Gao Xingjian,1940-01-04,Ganzhou,China,Male,Not Applicable,Not Applicable
737,2000,Medicine,1/3,722,Individual,Arvid Carlsson,1923-01-25,Uppsala,Sweden,Male,Göteborg University,Sweden
738,2000,Medicine,1/3,723,Individual,Paul Greengard,1925-12-11,"New York, NY",United States of America,Male,Rockefeller University,United States of America
739,2000,Medicine,1/3,724,Individual,Eric R. Kandel,1929-11-07,Vienna,Austria,Male,Columbia University,United States of America
740,2000,Peace,1/1,725,Individual,Kim Dae-jung,1925-12-03,Mokpo,Korea (South Korea),Male,Not Applicable,Not Applicable
741,2000,Physics,1/4,726,Individual,Zhores I. Alferov,1930-03-15,"Vitebsk, Belorussia",Union of Soviet Socialist Republics (Belarus),Male,A.F. Ioffe Physico-Technical Institute,Russia
742,2000,Physics,1/4,727,Individual,Herbert Kroemer,1928-08-25,Weimar,Germany,Male,University of California,United States of America
743,2000,Physics,1/2,728,Individual,Jack S. Kilby,1923-11-08,"Jefferson City, MO",United States of America,Male,Texas Instruments,United States of America
744,2001,Chemistry,1/4,741,Individual,William S. Knowles,1917-06-01,"Taunton, MA",United States of America,Male,,United States of America
745,2001,Chemistry,1/4,742,Individual,Ryoji Noyori,1938-09-03,Kobe,Japan,Male,Nagoya University,Japan
746,2001,Chemistry,1/2,743,Individual,K. Barry Sharpless,1941-04-28,"Philadelphia, PA",United States of America,Male,The Scripps Research Institute,United States of America
747,2001,Economics,1/3,744,Individual,George A. Akerlof,1940-06-17,"New Haven, CT",United States of America,Male,University of California,United States of America
748,2001,Economics,1/3,745,Individual,A. Michael Spence,1943-00-00,"Montclair, NJ",United States of America,Male,Stanford University,United States of America
749,2001,Economics,1/3,746,Individual,Joseph E. Stiglitz,1943-02-09,"Gary, IN",United States of America,Male,Columbia University,United States of America
750,2001,Literature,1/1,747,Individual,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,,Trinidad,Male,Not Applicable,Not Applicable
751,2001,Medicine,1/3,735,Individual,Leland H. Hartwell,1939-10-30,"Los Angeles, CA",United States of America,Male,Fred Hutchinson Cancer Research Center,United States of America
752,2001,Medicine,1/3,736,Individual,Tim Hunt,1943-02-19,Neston,United Kingdom,Male,Imperial Cancer Research Fund,United Kingdom
753,2001,Medicine,1/3,737,Individual,Sir Paul M. Nurse,1949-01-25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,United Kingdom
754,2001,Peace,1/2,748,Organization,United Nations (U.N.),,,,org,Not Applicable,Not Applicable
755,2001,Peace,1/2,749,Individual,Kofi Annan,1938-04-08,Kumasi,Gold Coast (Ghana),Male,Not Applicable,Not Applicable
756,2001,Physics,1/3,738,Individual,Eric A. Cornell,1961-12-19,"Palo Alto, CA",United States of America,Male,"University of Colorado, JILA",United States of America
757,2001,Physics,1/3,739,Individual,Wolfgang Ketterle,1957-10-21,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),United States of America
758,2001,Physics,1/3,740,Individual,Carl E. Wieman,1951-03-26,"Corvallis, OR",United States of America,Male,"University of Colorado, JILA",United States of America
759,2002,Chemistry,1/4,756,Individual,John B. Fenn,1917-06-15,"New York, NY",United States of America,Male,Virginia Commonwealth University,United States of America
760,2002,Chemistry,1/4,757,Individual,Koichi Tanaka,1959-08-03,Toyama City,Japan,Male,Shimadzu Corp.,Japan
761,2002,Chemistry,1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
762,2002,Chemistry,1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,The Scripps Research Institute,United States of America
763,2002,Economics,1/2,759,Individual,Daniel Kahneman,1934-03-05,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,United States of America
764,2002,Economics,1/2,760,Individual,Vernon L. Smith,1927-01-01,"Wichita, KS",United States of America,Male,George Mason University,United States of America
765,2002,Literature,1/1,761,Individual,Imre Kertész,1929-11-09,Budapest,Hungary,Male,Not Applicable,Not Applicable
766,2002,Medicine,1/3,750,Individual,Sydney Brenner,1927-01-13,Germiston,South Africa,Male,The Molecular Sciences Institute,United States of America
767,2002,Medicine,1/3,751,Individual,H. Robert Horvitz,1947-05-08,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
768,2002,Medicine,1/3,752,Individual,John E. Sulston,1942-03-27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,United Kingdom
769,2002,Peace,1/1,762,Individual,Jimmy Carter,1924-10-01,"Plains, GA",United States of America,Male,Not Applicable,Not Applicable
770,2002,Physics,1/4,753,Individual,Raymond Davis Jr.,1914-10-14,"Washington, DC",United States of America,Male,University of Pennsylvania,United States of America
771,2002,Physics,1/4,754,Individual,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Male,University of Tokyo,Japan
772,2002,Physics,1/2,755,Individual,Riccardo Giacconi,1931-10-06,Genoa,Italy,Male,Associated Universities Inc.,United States of America
773,2003,Chemistry,1/2,769,Individual,Peter Agre,1949-01-30,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,United States of America
774,2003,Chemistry,1/2,770,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Rockefeller University,United States of America
775,2003,Chemistry,1/2,770,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Howard Hughes Medical Institute,United States of America
776,2003,Economics,1/2,771,Individual,Robert F. Engle III,1942-11-10,"Syracuse, NY",United States of America,Male,New York University,United States of America
777,2003,Economics,1/2,772,Individual,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Male,University of California,United States of America
778,2003,Literature,1/1,763,Individual,John M. Coetzee,1940-02-09,Cape Town,South Africa,Male,Not Applicable,Not Applicable
779,2003,Medicine,1/2,764,Individual,Paul C. Lauterbur,1929-05-06,"Sidney, OH",United States of America,Male,University of Illinois,United States of America
780,2003,Medicine,1/2,765,Individual,Sir Peter Mansfield,1933-10-09,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",United Kingdom
781,2003,Peace,1/1,773,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,Not Applicable,Not Applicable
782,2003,Physics,1/3,766,Individual,Alexei A. Abrikosov,1928-06-25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,United States of America
783,2003,Physics,1/3,767,Individual,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Russia
784,2003,Physics,1/3,768,Individual,Anthony J. Leggett,1938-03-26,London,United Kingdom,Male,University of Illinois,United States of America
785,2004,Chemistry,1/3,779,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Israel
786,2004,Chemistry,1/3,780,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Israel
787,2004,Chemistry,1/3,781,Individual,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,Male,University of California,United States of America
788,2004,Economics,1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,United States of America
789,2004,Economics,1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,University of California,United States of America
790,2004,Economics,1/2,787,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Arizona State University,United States of America
791,2004,Economics,1/2,787,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Federal Reserve Bank of Minneapolis,United States of America
792,2004,Literature,1/1,782,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,Not Applicable,Not Applicable
793,2004,Medicine,1/2,774,Individual,Richard Axel,1946-07-02,"New York, NY",United States of America,Male,Columbia University,United States of America
794,2004,Medicine,1/2,775,Individual,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,United States of America
795,2004,Peace,1/1,783,Individual,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Female,Not Applicable,Not Applicable
796,2004,Physics,1/3,776,Individual,David J. Gross,1941-02-19,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics",United States of America
797,2004,Physics,1/3,777,Individual,H. David Politzer,1949-08-31,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),United States of America
798,2004,Physics,1/3,778,Individual,Frank Wilczek,1951-05-15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
799,2005,Chemistry,1/3,794,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,France
800,2005,Chemistry,1/3,795,Individual,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),United States of America
801,2005,Chemistry,1/3,796,Individual,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
